AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
School,BERTHA HEWITT SCHOOLS INDEPENDENT SCHOOL DISTRICT 0786,247830,BERTHA-HEWITT HIGH SCHOOL,240225,2023,11,16.8,16.8,16.8,16.8,16.8
School,BIG LAKE PUBLIC SCHOOL DISTRICT 727,247772,BIG LAKE HIGH SCHOOL,240235,2019,167,18.5,18.5,18.5,18.5,18.5
School,BIG LAKE PUBLIC SCHOOL DISTRICT 727,247772,BIG LAKE HIGH SCHOOL,240235,2020,157,17.9,17.9,17.9,17.9,17.9
School,BIG LAKE PUBLIC SCHOOL DISTRICT 727,247772,BIG LAKE HIGH SCHOOL,240235,2021,140,17.4,17.4,17.4,17.4,17.4
School,BIG LAKE PUBLIC SCHOOL DISTRICT 727,247772,BIG LAKE HIGH SCHOOL,240235,2022,125,19,19,19,19,19
School,BIG LAKE PUBLIC SCHOOL DISTRICT 727,247772,BIG LAKE HIGH SCHOOL,240235,2023,128,20.1,20.1,20.1,20.1,20.1
School,GRAND RAPIDS INDEPENDENT SCHOOL DISTRICT 318,247342,BIGFORK SCHOOL,240230,2019,12,19.2,19.2,19.2,19.2,19.2
School,GRAND RAPIDS INDEPENDENT SCHOOL DISTRICT 318,247342,BIGFORK SCHOOL,240230,2020,18,20.1,20.1,20.1,20.1,20.1
School,GRAND RAPIDS INDEPENDENT SCHOOL DISTRICT 318,247342,BIGFORK SCHOOL,240230,2021,21,15.8,15.8,15.8,15.8,15.8
School,GRAND RAPIDS INDEPENDENT SCHOOL DISTRICT 318,247342,BIGFORK SCHOOL,240230,2022,22,15.5,15.5,15.5,15.5,15.5
School,GRAND RAPIDS INDEPENDENT SCHOOL DISTRICT 318,247342,BIGFORK SCHOOL,240230,2023,21,17.3,17.3,17.3,17.3,17.3
School,BLACKDUCK INDEPENDENT SCHOOL DISTRICT 32,247032,BLACKDUCK HIGH SCHOOL,240255,2019,40,16.8,16.8,16.8,16.8,16.8
School,BLACKDUCK INDEPENDENT SCHOOL DISTRICT 32,247032,BLACKDUCK HIGH SCHOOL,240255,2020,39,16.1,16.1,16.1,16.1,16.1
School,BLACKDUCK INDEPENDENT SCHOOL DISTRICT 32,247032,BLACKDUCK HIGH SCHOOL,240255,2021,36,15,15,15,15,15
School,BLACKDUCK INDEPENDENT SCHOOL DISTRICT 32,247032,BLACKDUCK HIGH SCHOOL,240255,2022,32,16.2,16.2,16.2,16.2,16.2
School,BLACKDUCK INDEPENDENT SCHOOL DISTRICT 32,247032,BLACKDUCK HIGH SCHOOL,240255,2023,38,16.1,16.1,16.1,16.1,16.1
School,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,BLAINE HIGH SCHOOL,240256,2019,691,20,20,20,20,20
School,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,BLAINE HIGH SCHOOL,240256,2020,678,19.9,19.9,19.9,19.9,19.9
School,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,BLAINE HIGH SCHOOL,240256,2021,435,19.5,19.5,19.5,19.5,19.5
School,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,BLAINE HIGH SCHOOL,240256,2022,488,19.1,19.1,19.1,19.1,19.1
School,ANOKA-HENNEPIN PUBLIC SCHOOL DISTRICT,247008,BLAINE HIGH SCHOOL,240256,2023,583,18.1,18.1,18.1,18.1,18.1
School,BLOOMING PRAIRIE  INDEPENDENT SCHOOL DISTRICT 756,247810,BLOOMING PRAIRIE HIGH SCHOOL,240260,2019,22,21.3,21.3,21.3,21.3,21.3
School,BLOOMING PRAIRIE  INDEPENDENT SCHOOL DISTRICT 756,247810,BLOOMING PRAIRIE HIGH SCHOOL,240260,2020,39,18.5,18.5,18.5,18.5,18.5
School,BLOOMING PRAIRIE  INDEPENDENT SCHOOL DISTRICT 756,247810,BLOOMING PRAIRIE HIGH SCHOOL,240260,2021,19,18.7,18.7,18.7,18.7,18.7
School,BLOOMING PRAIRIE  INDEPENDENT SCHOOL DISTRICT 756,247810,BLOOMING PRAIRIE HIGH SCHOOL,240260,2022,27,18.4,18.4,18.4,18.4,18.4
School,BLOOMING PRAIRIE  INDEPENDENT SCHOOL DISTRICT 756,247810,BLOOMING PRAIRIE HIGH SCHOOL,240260,2023,30,19.4,19.4,19.4,19.4,19.4
School,BLUE EARTH AREA SCHOOLS,247210,BLUE EARTH AREA HIGH SCHOOL,240270,2019,58,17.6,17.6,17.6,17.6,17.6
School,BLUE EARTH AREA SCHOOLS,247210,BLUE EARTH AREA HIGH SCHOOL,240270,2020,65,19.7,19.7,19.7,19.7,19.7
School,BLUE EARTH AREA SCHOOLS,247210,BLUE EARTH AREA HIGH SCHOOL,240270,2021,66,17.5,17.5,17.5,17.5,17.5
School,BLUE EARTH AREA SCHOOLS,247210,BLUE EARTH AREA HIGH SCHOOL,240270,2022,58,20.5,20.5,20.5,20.5,20.5
School,BLUE EARTH AREA SCHOOLS,247210,BLUE EARTH AREA HIGH SCHOOL,240270,2023,63,18.4,18.4,18.4,18.4,18.4
School,AFFILIATION NOT REPORTED,N/A,BLUESKY CHARTER SCHOOL,242228,2019,21,19.9,19.9,19.9,19.9,19.9
School,AFFILIATION NOT REPORTED,N/A,BLUESKY CHARTER SCHOOL,242228,2020,15,19.3,19.3,19.3,19.3,19.3
School,AFFILIATION NOT REPORTED,N/A,BLUESKY CHARTER SCHOOL,242228,2021,13,16.7,16.7,16.7,16.7,16.7
School,AFFILIATION NOT REPORTED,N/A,BLUESKY CHARTER SCHOOL,242228,2022,22,18.1,18.1,18.1,18.1,18.1
School,AFFILIATION NOT REPORTED,N/A,BLUESKY CHARTER SCHOOL,242228,2023,18,17.3,17.3,17.3,17.3,17.3
School,BOLD PUBLIC SCHOOLS,247682,BOLD HIGH SCHOOL,241895,2019,50,19.2,19.2,19.2,19.2,19.2
School,BOLD PUBLIC SCHOOLS,247682,BOLD HIGH SCHOOL,241895,2020,58,18.9,18.9,18.9,18.9,18.9
School,BOLD PUBLIC SCHOOLS,247682,BOLD HIGH SCHOOL,241895,2021,43,18.9,18.9,18.9,18.9,18.9
School,BOLD PUBLIC SCHOOLS,247682,BOLD HIGH SCHOOL,241895,2022,45,18.5,18.5,18.5,18.5,18.5
School,BOLD PUBLIC SCHOOLS,247682,BOLD HIGH SCHOOL,241895,2023,48,16.2,16.2,16.2,16.2,16.2
School,BRAHAM AREA SCHOOLS,247332,BRAHAM AREA HIGH SCHOOL,240290,2019,45,17.9,17.9,17.9,17.9,17.9
School,BRAHAM AREA SCHOOLS,247332,BRAHAM AREA HIGH SCHOOL,240290,2020,44,18.1,18.1,18.1,18.1,18.1
School,BRAHAM AREA SCHOOLS,247332,BRAHAM AREA HIGH SCHOOL,240290,2021,2,,,,,
School,BRAHAM AREA SCHOOLS,247332,BRAHAM AREA HIGH SCHOOL,240290,2022,30,17.2,17.2,17.2,17.2,17.2
School,BRAHAM AREA SCHOOLS,247332,BRAHAM AREA HIGH SCHOOL,240290,2023,36,17.9,17.9,17.9,17.9,17.9
School,BRAINERD INDEPENDENT SCHOOL DISTRICT 181,247162,BRAINERD HIGH SCHOOL,240295,2019,299,20.2,20.2,20.2,20.2,20.2
School,BRAINERD INDEPENDENT SCHOOL DISTRICT 181,247162,BRAINERD HIGH SCHOOL,240295,2020,263,20.6,20.6,20.6,20.6,20.6
School,BRAINERD INDEPENDENT SCHOOL DISTRICT 181,247162,BRAINERD HIGH SCHOOL,240295,2021,189,22.5,22.5,22.5,22.5,22.5
School,BRAINERD INDEPENDENT SCHOOL DISTRICT 181,247162,BRAINERD HIGH SCHOOL,240295,2022,185,20.8,20.8,20.8,20.8,20.8
School,BRAINERD INDEPENDENT SCHOOL DISTRICT 181,247162,BRAINERD HIGH SCHOOL,240295,2023,148,21.4,21.4,21.4,21.4,21.4
School,BRANDON EVANSVILLE INDEPENDENT SCHOOL DISTRICT 2908,247202,BRANDON-EVANSVILLE HIGH SCHOOL,240300,2019,24,19.8,19.8,19.8,19.8,19.8
School,BRANDON EVANSVILLE INDEPENDENT SCHOOL DISTRICT 2908,247202,BRANDON-EVANSVILLE HIGH SCHOOL,240300,2020,25,19.9,19.9,19.9,19.9,19.9
School,BRANDON EVANSVILLE INDEPENDENT SCHOOL DISTRICT 2908,247202,BRANDON-EVANSVILLE HIGH SCHOOL,240300,2021,17,17.8,17.8,17.8,17.8,17.8
School,BRANDON EVANSVILLE INDEPENDENT SCHOOL DISTRICT 2908,247202,BRANDON-EVANSVILLE HIGH SCHOOL,240300,2022,19,21.3,21.3,21.3,21.3,21.3
School,BRANDON EVANSVILLE INDEPENDENT SCHOOL DISTRICT 2908,247202,BRANDON-EVANSVILLE HIGH SCHOOL,240300,2023,25,18.6,18.6,18.6,18.6,18.6
School,BRECKENRIDGE PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 846,247892,BRECKENRIDGE MIDDLE HIGH SCHOOL,240305,2019,61,19,19,19,19,19
School,BRECKENRIDGE PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 846,247892,BRECKENRIDGE MIDDLE HIGH SCHOOL,240305,2020,55,17.8,17.8,17.8,17.8,17.8
School,BRECKENRIDGE PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 846,247892,BRECKENRIDGE MIDDLE HIGH SCHOOL,240305,2021,2,,,,,
School,BRECKENRIDGE PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 846,247892,BRECKENRIDGE MIDDLE HIGH SCHOOL,240305,2022,51,19.2,19.2,19.2,19.2,19.2
School,BRECKENRIDGE PUBLIC SCHOOL INDEPENDENT SCHOOL DISTRICT 846,247892,BRECKENRIDGE MIDDLE HIGH SCHOOL,240305,2023,61,16.3,16.3,16.3,16.3,16.3
School,PRIOR LAKE-SAVAGE AREA SCHOOLS 719,247766,BRIDGES AREA LEARNING CENTER,991923,2019,28,17.6,17.6,17.6,17.6,17.6
School,PRIOR LAKE-SAVAGE AREA SCHOOLS 719,247766,BRIDGES AREA LEARNING CENTER,991923,2020,22,17,17,17,17,17
School,PRIOR LAKE-SAVAGE AREA SCHOOLS 719,247766,BRIDGES AREA LEARNING CENTER,991923,2021,22,14.7,14.7,14.7,14.7,14.7
School,PRIOR LAKE-SAVAGE AREA SCHOOLS 719,247766,BRIDGES AREA LEARNING CENTER,991923,2022,18,14.5,14.5,14.5,14.5,14.5
School,PRIOR LAKE-SAVAGE AREA SCHOOLS 719,247766,BRIDGES AREA LEARNING CENTER,991923,2023,11,13,13,13,13,13
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER ACADEMY,975051,2019,9,,,,,
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER ACADEMY,975051,2020,14,12.7,12.7,12.7,12.7,12.7
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER ACADEMY,975051,2021,11,9.3,9.3,9.3,9.3,9.3
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER ACADEMY,975051,2022,13,8.9,8.9,8.9,8.9,8.9
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER ACADEMY,975051,2023,3,,,,,
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER MIDDLE AND HIGH SCHOOL STEAM,240318,2019,128,14.1,14.1,14.1,14.1,14.1
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER MIDDLE AND HIGH SCHOOL STEAM,240318,2020,120,14.1,14.1,14.1,14.1,14.1
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER MIDDLE AND HIGH SCHOOL STEAM,240318,2021,99,13.9,13.9,13.9,13.9,13.9
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER MIDDLE AND HIGH SCHOOL STEAM,240318,2022,49,15,15,15,15,15
School,BROOKLYN CENTER SCHOOL DISTRICT 286,247282,BROOKLYN CENTER MIDDLE AND HIGH SCHOOL STEAM,240318,2023,45,13,13,13,13,13
School,BROWERVILLE PUBLIC SCHOOLS,247832,BROWERVILLE HIGH SCHOOL,240330,2019,23,17.4,17.4,17.4,17.4,17.4
School,BROWERVILLE PUBLIC SCHOOLS,247832,BROWERVILLE HIGH SCHOOL,240330,2020,29,17.9,17.9,17.9,17.9,17.9
School,BROWERVILLE PUBLIC SCHOOLS,247832,BROWERVILLE HIGH SCHOOL,240330,2021,27,17.2,17.2,17.2,17.2,17.2
School,BROWERVILLE PUBLIC SCHOOLS,247832,BROWERVILLE HIGH SCHOOL,240330,2022,18,18.1,18.1,18.1,18.1,18.1
School,BROWERVILLE PUBLIC SCHOOLS,247832,BROWERVILLE HIGH SCHOOL,240330,2023,20,15.9,15.9,15.9,15.9,15.9
School,BUFFALO HANOVER MONTROSE SCHOOL DISTRICT,247908,BUFFALO HIGH SCHOOL,240345,2019,428,20.7,20.7,20.7,20.7,20.7
School,BUFFALO HANOVER MONTROSE SCHOOL DISTRICT,247908,BUFFALO HIGH SCHOOL,240345,2020,369,19.4,19.4,19.4,19.4,19.4
School,BUFFALO HANOVER MONTROSE SCHOOL DISTRICT,247908,BUFFALO HIGH SCHOOL,240345,2021,271,19.5,19.5,19.5,19.5,19.5
School,BUFFALO HANOVER MONTROSE SCHOOL DISTRICT,247908,BUFFALO HIGH SCHOOL,240345,2022,320,19,19,19,19,19
School,BUFFALO HANOVER MONTROSE SCHOOL DISTRICT,247908,BUFFALO HIGH SCHOOL,240345,2023,351,19.5,19.5,19.5,19.5,19.5
School,BUFFALO LAKE-HECTOR-STEWART INDEPENDENT SCHOOL DISTRICT 2159,247692,BUFFALO LAKE-HECTOR-STEWART HIGH SCHOOL,241065,2019,30,19.6,19.6,19.6,19.6,19.6
School,BUFFALO LAKE-HECTOR-STEWART INDEPENDENT SCHOOL DISTRICT 2159,247692,BUFFALO LAKE-HECTOR-STEWART HIGH SCHOOL,241065,2020,35,14.9,14.9,14.9,14.9,14.9
School,BUFFALO LAKE-HECTOR-STEWART INDEPENDENT SCHOOL DISTRICT 2159,247692,BUFFALO LAKE-HECTOR-STEWART HIGH SCHOOL,241065,2021,26,18.1,18.1,18.1,18.1,18.1
School,BUFFALO LAKE-HECTOR-STEWART INDEPENDENT SCHOOL DISTRICT 2159,247692,BUFFALO LAKE-HECTOR-STEWART HIGH SCHOOL,241065,2022,27,17.7,17.7,17.7,17.7,17.7
School,BUFFALO LAKE-HECTOR-STEWART INDEPENDENT SCHOOL DISTRICT 2159,247692,BUFFALO LAKE-HECTOR-STEWART HIGH SCHOOL,241065,2023,14,18.4,18.4,18.4,18.4,18.4
School,AFFILIATION NOT REPORTED,N/A,BUG O NAY GE SHIG SCHOOL,240408,2019,4,,,,,
School,AFFILIATION NOT REPORTED,N/A,BUG O NAY GE SHIG SCHOOL,240408,2020,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,BUG O NAY GE SHIG SCHOOL,240408,2021,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,BUG O NAY GE SHIG SCHOOL,240408,2022,0,,,,,
School,AFFILIATION NOT REPORTED,N/A,BUG O NAY GE SHIG SCHOOL,240408,2023,4,,,,,
School,BURNSVILLE EAGAN SAVAGE INDEPENDENT SCHOOL DISTRICT 191,247170,BURNSVILLE SENIOR HIGH SCHOOL,242367,2019,581,19.9,19.9,19.9,19.9,19.9
School,BURNSVILLE EAGAN SAVAGE INDEPENDENT SCHOOL DISTRICT 191,247170,BURNSVILLE SENIOR HIGH SCHOOL,242367,2020,536,19.4,19.4,19.4,19.4,19.4
School,BURNSVILLE EAGAN SAVAGE INDEPENDENT SCHOOL DISTRICT 191,247170,BURNSVILLE SENIOR HIGH SCHOOL,242367,2021,341,18.8,18.8,18.8,18.8,18.8
School,BURNSVILLE EAGAN SAVAGE INDEPENDENT SCHOOL DISTRICT 191,247170,BURNSVILLE SENIOR HIGH SCHOOL,242367,2022,401,19.1,19.1,19.1,19.1,19.1
School,BURNSVILLE EAGAN SAVAGE INDEPENDENT SCHOOL DISTRICT 191,247170,BURNSVILLE SENIOR HIGH SCHOOL,242367,2023,456,17.2,17.2,17.2,17.2,17.2
School,BUTTERFIELD ODIN SCHOOL DISTRICT 836,247886,BUTTERFIELD-ODIN PUBLIC SCHOOL,240360,2019,15,17.9,17.9,17.9,17.9,17.9
School,BUTTERFIELD ODIN SCHOOL DISTRICT 836,247886,BUTTERFIELD-ODIN PUBLIC SCHOOL,240360,2020,13,16.5,16.5,16.5,16.5,16.5
School,BUTTERFIELD ODIN SCHOOL DISTRICT 836,247886,BUTTERFIELD-ODIN PUBLIC SCHOOL,240360,2021,2,,,,,
School,BUTTERFIELD ODIN SCHOOL DISTRICT 836,247886,BUTTERFIELD-ODIN PUBLIC SCHOOL,240360,2022,7,,,,,
School,BUTTERFIELD ODIN SCHOOL DISTRICT 836,247886,BUTTERFIELD-ODIN PUBLIC SCHOOL,240360,2023,7,,,,,
School,BYRON  INDEPENDENT SCHOOL DISTRICT 531,247562,BYRON HIGH SCHOOL,240365,2019,126,22.5,22.5,22.5,22.5,22.5
School,BYRON  INDEPENDENT SCHOOL DISTRICT 531,247562,BYRON HIGH SCHOOL,240365,2020,121,21.6,21.6,21.6,21.6,21.6
School,BYRON  INDEPENDENT SCHOOL DISTRICT 531,247562,BYRON HIGH SCHOOL,240365,2021,129,20.5,20.5,20.5,20.5,20.5
School,BYRON  INDEPENDENT SCHOOL DISTRICT 531,247562,BYRON HIGH SCHOOL,240365,2022,172,18.6,18.6,18.6,18.6,18.6
School,BYRON  INDEPENDENT SCHOOL DISTRICT 531,247562,BYRON HIGH SCHOOL,240365,2023,130,18.5,18.5,18.5,18.5,18.5
School,CALEDONIA INDEPENDENT SCHOOL DISTRICT 299,247316,CALEDONIA AREA HIGH SCHOOL,240375,2019,60,20.4,20.4,20.4,20.4,20.4
School,CALEDONIA INDEPENDENT SCHOOL DISTRICT 299,247316,CALEDONIA AREA HIGH SCHOOL,240375,2020,62,18.2,18.2,18.2,18.2,18.2
School,CALEDONIA INDEPENDENT SCHOOL DISTRICT 299,247316,CALEDONIA AREA HIGH SCHOOL,240375,2021,27,20.6,20.6,20.6,20.6,20.6
School,CALEDONIA INDEPENDENT SCHOOL DISTRICT 299,247316,CALEDONIA AREA HIGH SCHOOL,240375,2022,61,18.6,18.6,18.6,18.6,18.6
School,CALEDONIA INDEPENDENT SCHOOL DISTRICT 299,247316,CALEDONIA AREA HIGH SCHOOL,240375,2023,51,17.7,17.7,17.7,17.7,17.7
School,CAMBRIDGE ISANTI SCHOOL DISTRICT 911,247334,CAMBRIDGE-ISANTI HIGH SCHOOL,240380,2019,308,18.4,18.4,18.4,18.4,18.4
School,CAMBRIDGE ISANTI SCHOOL DISTRICT 911,247334,CAMBRIDGE-ISANTI HIGH SCHOOL,240380,2020,331,17.9,17.9,17.9,17.9,17.9
School,CAMBRIDGE ISANTI SCHOOL DISTRICT 911,247334,CAMBRIDGE-ISANTI HIGH SCHOOL,240380,2021,176,19,19,19,19,19
School,CAMBRIDGE ISANTI SCHOOL DISTRICT 911,247334,CAMBRIDGE-ISANTI HIGH SCHOOL,240380,2022,115,20.5,20.5,20.5,20.5,20.5
School,CAMBRIDGE ISANTI SCHOOL DISTRICT 911,247334,CAMBRIDGE-ISANTI HIGH SCHOOL,240380,2023,115,19.8,19.8,19.8,19.8,19.8
School,CAMPBELL-TINTAH PUBLIC SCHOOLS,247894,CAMPBELL-TINTAH SECONDARY SCHOOL,240385,2019,7,,,,,
School,CAMPBELL-TINTAH PUBLIC SCHOOLS,247894,CAMPBELL-TINTAH SECONDARY SCHOOL,240385,2020,7,,,,,
School,CAMPBELL-TINTAH PUBLIC SCHOOLS,247894,CAMPBELL-TINTAH SECONDARY SCHOOL,240385,2021,10,16.6,16.6,16.6,16.6,16.6
School,CAMPBELL-TINTAH PUBLIC SCHOOLS,247894,CAMPBELL-TINTAH SECONDARY SCHOOL,240385,2022,10,16.7,16.7,16.7,16.7,16.7
School,CAMPBELL-TINTAH PUBLIC SCHOOLS,247894,CAMPBELL-TINTAH SECONDARY SCHOOL,240385,2023,5,,,,,
School,CANBY INDEPENDENT SCHOOL DISTRICT 891,247922,CANBY HIGH SCHOOL,240390,2019,41,19.7,19.7,19.7,19.7,19.7
School,CANBY INDEPENDENT SCHOOL DISTRICT 891,247922,CANBY HIGH SCHOOL,240390,2020,34,17.9,17.9,17.9,17.9,17.9
School,CANBY INDEPENDENT SCHOOL DISTRICT 891,247922,CANBY HIGH SCHOOL,240390,2021,30,18.6,18.6,18.6,18.6,18.6
School,CANBY INDEPENDENT SCHOOL DISTRICT 891,247922,CANBY HIGH SCHOOL,240390,2022,49,18.8,18.8,18.8,18.8,18.8
School,CANBY INDEPENDENT SCHOOL DISTRICT 891,247922,CANBY HIGH SCHOOL,240390,2023,37,17.1,17.1,17.1,17.1,17.1
School,CANNON FALLS INDEPENDENT SCHOOL DISTRICT 252,247256,CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,2019,80,20.2,20.2,20.2,20.2,20.2
School,CANNON FALLS INDEPENDENT SCHOOL DISTRICT 252,247256,CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,2020,82,20.7,20.7,20.7,20.7,20.7
School,CANNON FALLS INDEPENDENT SCHOOL DISTRICT 252,247256,CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,2021,65,20.7,20.7,20.7,20.7,20.7
School,CANNON FALLS INDEPENDENT SCHOOL DISTRICT 252,247256,CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,2022,72,18.3,18.3,18.3,18.3,18.3
School,CANNON FALLS INDEPENDENT SCHOOL DISTRICT 252,247256,CANNON FALLS JUNIOR SENIOR HIGH SCHOOL,240395,2023,59,19.5,19.5,19.5,19.5,19.5
School,CARLTON INDEPENDENT SCHOOL DISTRICT 93,247078,CARLTON HIGH SCHOOL,240405,2019,17,18.3,18.3,18.3,18.3,18.3
School,CARLTON INDEPENDENT SCHOOL DISTRICT 93,247078,CARLTON HIGH SCHOOL,240405,2020,27,18.2,18.2,18.2,18.2,18.2
School,CARLTON INDEPENDENT SCHOOL DISTRICT 93,247078,CARLTON HIGH SCHOOL,240405,2021,20,20,20,20,20,20
School,CARLTON INDEPENDENT SCHOOL DISTRICT 93,247078,CARLTON HIGH SCHOOL,240405,2022,12,16.6,16.6,16.6,16.6,16.6
School,CARLTON INDEPENDENT SCHOOL DISTRICT 93,247078,CARLTON HIGH SCHOOL,240405,2023,16,16.8,16.8,16.8,16.8,16.8
School,CASS LAKE-BENA  INDEPENDENT SCHOOL DISTRICT 115,247106,CASS LAKE-BENA HIGH SCHOOL,240410,2019,40,14.6,14.6,14.6,14.6,14.6
School,CASS LAKE-BENA  INDEPENDENT SCHOOL DISTRICT 115,247106,CASS LAKE-BENA HIGH SCHOOL,240410,2020,45,12.8,12.8,12.8,12.8,12.8
School,CASS LAKE-BENA  INDEPENDENT SCHOOL DISTRICT 115,247106,CASS LAKE-BENA HIGH SCHOOL,240410,2021,20,14.8,14.8,14.8,14.8,14.8
School,CASS LAKE-BENA  INDEPENDENT SCHOOL DISTRICT 115,247106,CASS LAKE-BENA HIGH SCHOOL,240410,2022,40,13.4,13.4,13.4,13.4,13.4
School,CASS LAKE-BENA  INDEPENDENT SCHOOL DISTRICT 115,247106,CASS LAKE-BENA HIGH SCHOOL,240410,2023,36,12.6,12.6,12.6,12.6,12.6
School,CEDAR MOUNTAIN SCHOOL DISTRICT,247672,CEDAR MOUNTAIN HIGH SCHOOL,241750,2019,35,17.9,17.9,17.9,17.9,17.9
School,CEDAR MOUNTAIN SCHOOL DISTRICT,247672,CEDAR MOUNTAIN HIGH SCHOOL,241750,2020,24,18.1,18.1,18.1,18.1,18.1
School,CEDAR MOUNTAIN SCHOOL DISTRICT,247672,CEDAR MOUNTAIN HIGH SCHOOL,241750,2021,16,22,22,22,22,22
School,CEDAR MOUNTAIN SCHOOL DISTRICT,247672,CEDAR MOUNTAIN HIGH SCHOOL,241750,2022,24,17.9,17.9,17.9,17.9,17.9
School,CEDAR MOUNTAIN SCHOOL DISTRICT,247672,CEDAR MOUNTAIN HIGH SCHOOL,241750,2023,23,17.9,17.9,17.9,17.9,17.9
School,CENTENNIAL SCHOOL DISTRICT 12,247010,CENTENNIAL HIGH SCHOOL,240452,2019,354,22.3,22.3,22.3,22.3,22.3
School,CENTENNIAL SCHOOL DISTRICT 12,247010,CENTENNIAL HIGH SCHOOL,240452,2020,356,22.3,22.3,22.3,22.3,22.3
School,CENTENNIAL SCHOOL DISTRICT 12,247010,CENTENNIAL HIGH SCHOOL,240452,2021,292,22.7,22.7,22.7,22.7,22.7
School,CENTENNIAL SCHOOL DISTRICT 12,247010,CENTENNIAL HIGH SCHOOL,240452,2022,286,22.5,22.5,22.5,22.5,22.5
School,CENTENNIAL SCHOOL DISTRICT 12,247010,CENTENNIAL HIGH SCHOOL,240452,2023,256,21.9,21.9,21.9,21.9,21.9
School,CENTRAL PUBLIC SCHOOLS,247094,CENTRAL HIGH SCHOOL,241870,2019,67,21.4,21.4,21.4,21.4,21.4
School,CENTRAL PUBLIC SCHOOLS,247094,CENTRAL HIGH SCHOOL,241870,2020,62,20,20,20,20,20
School,CENTRAL PUBLIC SCHOOLS,247094,CENTRAL HIGH SCHOOL,241870,2021,68,19.4,19.4,19.4,19.4,19.4
School,CENTRAL PUBLIC SCHOOLS,247094,CENTRAL HIGH SCHOOL,241870,2022,55,19.7,19.7,19.7,19.7,19.7
School,CENTRAL PUBLIC SCHOOLS,247094,CENTRAL HIGH SCHOOL,241870,2023,72,19.6,19.6,19.6,19.6,19.6
School,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,CENTRAL HIGH SCHOOL,241473,2019,14,15.1,15.1,15.1,15.1,15.1
School,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,CENTRAL HIGH SCHOOL,241473,2020,17,12.2,12.2,12.2,12.2,12.2
School,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,CENTRAL HIGH SCHOOL,241473,2021,11,12.4,12.4,12.4,12.4,12.4
School,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,CENTRAL HIGH SCHOOL,241473,2022,6,,,,,
School,MANKATO INDEPENDENT SCHOOL DISTRICT 77,247060,CENTRAL HIGH SCHOOL,241473,2023,6,,,,,
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,CENTRAL HIGH SCHOOL,242230,2019,401,21,21,21,21,21
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,CENTRAL HIGH SCHOOL,242230,2020,341,21,21,21,21,21
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,CENTRAL HIGH SCHOOL,242230,2021,363,21.2,21.2,21.2,21.2,21.2
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,CENTRAL HIGH SCHOOL,242230,2022,289,21.6,21.6,21.6,21.6,21.6
School,SAINT PAUL PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 625,247656,CENTRAL HIGH SCHOOL,242230,2023,361,20.4,20.4,20.4,20.4,20.4
School,ROCHESTER PUBLIC SCHOOLS,247566,CENTURY HIGH SCHOOL,242092,2019,334,22.3,22.3,22.3,22.3,22.3
School,ROCHESTER PUBLIC SCHOOLS,247566,CENTURY HIGH SCHOOL,242092,2020,301,22.3,22.3,22.3,22.3,22.3
