AnalysisLevel,DistrictName,ACTDistrictCode,HighSchoolName,ACTHSCode,GradYear,NumberStudents,AvgEnglish,AvgMath,AvgReading,AvgScience,AvgOverall
District,HERON LAKE-OKABENA INDEPENDENT SCHOOL DISTRICT 330,247346,All Schools,999999,2020,19,16.4,16.4,16.4,16.4,16.4
District,HERON LAKE-OKABENA INDEPENDENT SCHOOL DISTRICT 330,247346,All Schools,999999,2021,16,22.1,22.1,22.1,22.1,22.1
District,HERON LAKE-OKABENA INDEPENDENT SCHOOL DISTRICT 330,247346,All Schools,999999,2022,29,16.8,16.8,16.8,16.8,16.8
District,HERON LAKE-OKABENA INDEPENDENT SCHOOL DISTRICT 330,247346,All Schools,999999,2023,11,17.5,17.5,17.5,17.5,17.5
District,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,All Schools,999999,2019,125,20.3,20.3,20.3,20.3,20.3
District,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,All Schools,999999,2020,70,20.4,20.4,20.4,20.4,20.4
District,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,All Schools,999999,2021,35,19.5,19.5,19.5,19.5,19.5
District,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,All Schools,999999,2022,41,18.5,18.5,18.5,18.5,18.5
District,HIBBING INDEPENDENT SCHOOL DISTRICT 701,247742,All Schools,999999,2023,46,20.3,20.3,20.3,20.3,20.3
District,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,All Schools,999999,2019,20,17.8,17.8,17.8,17.8,17.8
District,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,All Schools,999999,2020,20,15.5,15.5,15.5,15.5,15.5
District,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,All Schools,999999,2021,9,,,,,
District,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,All Schools,999999,2022,22,17,17,17,17,17
District,HILL CITY  INDEPENDENT SCHOOL DISTRICT 2,247004,All Schools,999999,2023,18,14.6,14.6,14.6,14.6,14.6
District,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,All Schools,999999,2019,20,22.2,22.2,22.2,22.2,22.2
District,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,All Schools,999999,2020,20,21.3,21.3,21.3,21.3,21.3
District,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,All Schools,999999,2021,31,17.8,17.8,17.8,17.8,17.8
District,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,All Schools,999999,2022,38,20,20,20,20,20
District,HILLS-BEAVER CREEK PUBLIC SCHOOLS,247708,All Schools,999999,2023,24,17,17,17,17,17
District,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,All Schools,999999,2019,44,16.5,16.5,16.5,16.5,16.5
District,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,All Schools,999999,2020,48,17.1,17.1,17.1,17.1,17.1
District,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,All Schools,999999,2021,1,,,,,
District,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,All Schools,999999,2022,59,15.2,15.2,15.2,15.2,15.2
District,HINCKLEY-FINLAYSON PUBLIC SCHOOL DISTRICT,247600,All Schools,999999,2023,24,16.5,16.5,16.5,16.5,16.5
District,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,All Schools,999999,2019,73,17.6,17.6,17.6,17.6,17.6
District,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,All Schools,999999,2020,72,18.4,18.4,18.4,18.4,18.4
District,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,All Schools,999999,2021,66,16.8,16.8,16.8,16.8,16.8
District,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,All Schools,999999,2022,49,18.6,18.6,18.6,18.6,18.6
District,HOLDINGFORD INDEPENDENT SCHOOL DISTRICT 738,247794,All Schools,999999,2023,50,16.1,16.1,16.1,16.1,16.1
District,HOPKINS PUBLIC SCHOOLS,247288,All Schools,999999,2019,521,21.6,21.6,21.6,21.6,21.6
District,HOPKINS PUBLIC SCHOOLS,247288,All Schools,999999,2020,439,21,21,21,21,21
District,HOPKINS PUBLIC SCHOOLS,247288,All Schools,999999,2021,446,21.2,21.2,21.2,21.2,21.2
District,HOPKINS PUBLIC SCHOOLS,247288,All Schools,999999,2022,388,21.1,21.1,21.1,21.1,21.1
District,HOPKINS PUBLIC SCHOOLS,247288,All Schools,999999,2023,375,20.7,20.7,20.7,20.7,20.7
District,HOUSTON PUBLIC SCHOOLS,247318,All Schools,999999,2019,61,20.8,20.8,20.8,20.8,20.8
District,HOUSTON PUBLIC SCHOOLS,247318,All Schools,999999,2020,46,21.6,21.6,21.6,21.6,21.6
District,HOUSTON PUBLIC SCHOOLS,247318,All Schools,999999,2021,50,20.4,20.4,20.4,20.4,20.4
District,HOUSTON PUBLIC SCHOOLS,247318,All Schools,999999,2022,31,18.7,18.7,18.7,18.7,18.7
District,HOUSTON PUBLIC SCHOOLS,247318,All Schools,999999,2023,19,22.5,22.5,22.5,22.5,22.5
District,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,All Schools,999999,2019,71,18,18,18,18,18
District,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,All Schools,999999,2020,81,18.7,18.7,18.7,18.7,18.7
District,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,All Schools,999999,2021,51,18.8,18.8,18.8,18.8,18.8
District,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,All Schools,999999,2022,50,17.3,17.3,17.3,17.3,17.3
District,HOWARD LAKE-WAVERLY-WINSTED 2687,247912,All Schools,999999,2023,52,17.7,17.7,17.7,17.7,17.7
District,HUTCHINSON SCHOOL DISTRICT 423,247434,All Schools,999999,2019,164,20.2,20.2,20.2,20.2,20.2
District,HUTCHINSON SCHOOL DISTRICT 423,247434,All Schools,999999,2020,157,20.1,20.1,20.1,20.1,20.1
District,HUTCHINSON SCHOOL DISTRICT 423,247434,All Schools,999999,2021,116,20.3,20.3,20.3,20.3,20.3
District,HUTCHINSON SCHOOL DISTRICT 423,247434,All Schools,999999,2022,106,20.1,20.1,20.1,20.1,20.1
District,HUTCHINSON SCHOOL DISTRICT 423,247434,All Schools,999999,2023,95,20.3,20.3,20.3,20.3,20.3
District,INTERMEDIATE SCHOOL DISTRICT 287,24M001,All Schools,999999,2019,0,,,,,
District,INTERMEDIATE SCHOOL DISTRICT 287,24M001,All Schools,999999,2020,0,,,,,
District,INTERMEDIATE SCHOOL DISTRICT 287,24M001,All Schools,999999,2021,0,,,,,
District,INTERMEDIATE SCHOOL DISTRICT 287,24M001,All Schools,999999,2022,0,,,,,
District,INTERMEDIATE SCHOOL DISTRICT 287,24M001,All Schools,999999,2023,9,,,,,
District,INTERNATIONAL FALLS INDEPENDENT SCHOOL DISTRICT 361,247380,All Schools,999999,2019,66,18,18,18,18,18
District,INTERNATIONAL FALLS INDEPENDENT SCHOOL DISTRICT 361,247380,All Schools,999999,2020,46,17.8,17.8,17.8,17.8,17.8
District,INTERNATIONAL FALLS INDEPENDENT SCHOOL DISTRICT 361,247380,All Schools,999999,2021,34,17.3,17.3,17.3,17.3,17.3
District,INTERNATIONAL FALLS INDEPENDENT SCHOOL DISTRICT 361,247380,All Schools,999999,2022,30,18.8,18.8,18.8,18.8,18.8
District,INTERNATIONAL FALLS INDEPENDENT SCHOOL DISTRICT 361,247380,All Schools,999999,2023,22,19.9,19.9,19.9,19.9,19.9
District,INVER GROVE HEIGHTS COMMUNITY SCHOOLS,247186,All Schools,999999,2019,249,19,19,19,19,19
District,INVER GROVE HEIGHTS COMMUNITY SCHOOLS,247186,All Schools,999999,2020,241,19.7,19.7,19.7,19.7,19.7
District,INVER GROVE HEIGHTS COMMUNITY SCHOOLS,247186,All Schools,999999,2021,247,19.5,19.5,19.5,19.5,19.5
District,INVER GROVE HEIGHTS COMMUNITY SCHOOLS,247186,All Schools,999999,2022,227,18.1,18.1,18.1,18.1,18.1
District,INVER GROVE HEIGHTS COMMUNITY SCHOOLS,247186,All Schools,999999,2023,217,17.6,17.6,17.6,17.6,17.6
District,ISLE SCHOOL DISTRICT 473,247494,All Schools,999999,2019,32,15.8,15.8,15.8,15.8,15.8
District,ISLE SCHOOL DISTRICT 473,247494,All Schools,999999,2020,23,13.9,13.9,13.9,13.9,13.9
District,ISLE SCHOOL DISTRICT 473,247494,All Schools,999999,2021,27,15.4,15.4,15.4,15.4,15.4
District,ISLE SCHOOL DISTRICT 473,247494,All Schools,999999,2022,18,14.5,14.5,14.5,14.5,14.5
District,ISLE SCHOOL DISTRICT 473,247494,All Schools,999999,2023,29,16.1,16.1,16.1,16.1,16.1
District,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,All Schools,999999,2019,78,17.4,17.4,17.4,17.4,17.4
District,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,All Schools,999999,2020,89,17,17,17,17,17
District,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,All Schools,999999,2021,68,17,17,17,17,17
District,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,All Schools,999999,2022,72,17.1,17.1,17.1,17.1,17.1
District,JACKSON COUNTY CENTRAL SCHOOL DISTRICT 2895,247348,All Schools,999999,2023,78,16.3,16.3,16.3,16.3,16.3
District,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,All Schools,999999,2019,43,16.9,16.9,16.9,16.9,16.9
District,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,All Schools,999999,2020,52,17.1,17.1,17.1,17.1,17.1
District,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,All Schools,999999,2021,34,18,18,18,18,18
District,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,All Schools,999999,2022,35,16.9,16.9,16.9,16.9,16.9
District,JANESVILLE-WALDORF-PEMBERTON INDEPENDENT SCHOOL DISTRICT,247870,All Schools,999999,2023,41,17,17,17,17,17
District,JORDAN PUBLIC SCHOOL DISTRICT,247762,All Schools,999999,2019,144,19.8,19.8,19.8,19.8,19.8
District,JORDAN PUBLIC SCHOOL DISTRICT,247762,All Schools,999999,2020,128,20.1,20.1,20.1,20.1,20.1
District,JORDAN PUBLIC SCHOOL DISTRICT,247762,All Schools,999999,2021,104,20.2,20.2,20.2,20.2,20.2
District,JORDAN PUBLIC SCHOOL DISTRICT,247762,All Schools,999999,2022,120,18.6,18.6,18.6,18.6,18.6
District,JORDAN PUBLIC SCHOOL DISTRICT,247762,All Schools,999999,2023,129,17.9,17.9,17.9,17.9,17.9
District,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,All Schools,999999,2019,160,20.2,20.2,20.2,20.2,20.2
District,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,All Schools,999999,2020,164,19.5,19.5,19.5,19.5,19.5
District,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,All Schools,999999,2021,131,19.3,19.3,19.3,19.3,19.3
District,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,All Schools,999999,2022,155,18.3,18.3,18.3,18.3,18.3
District,KASSON-MANTORVILLE PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 204,247196,All Schools,999999,2023,138,18.2,18.2,18.2,18.2,18.2
District,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,All Schools,999999,2019,10,14.4,14.4,14.4,14.4,14.4
District,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,All Schools,999999,2020,18,17.3,17.3,17.3,17.3,17.3
District,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,All Schools,999999,2021,3,,,,,
District,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,All Schools,999999,2022,25,15.8,15.8,15.8,15.8,15.8
District,KELLIHER PUBLIC SCHOOL DISTRICT 36,247034,All Schools,999999,2023,14,14.4,14.4,14.4,14.4,14.4
District,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,All Schools,999999,2019,43,20.5,20.5,20.5,20.5,20.5
District,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,All Schools,999999,2020,38,19.9,19.9,19.9,19.9,19.9
District,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,All Schools,999999,2021,30,18.4,18.4,18.4,18.4,18.4
District,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,All Schools,999999,2022,29,18,18,18,18,18
District,KENYON WANAMINGO SCHOOL DISTRICT 2172,247260,All Schools,999999,2023,36,17.7,17.7,17.7,17.7,17.7
District,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,All Schools,999999,2019,38,18.8,18.8,18.8,18.8,18.8
District,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,All Schools,999999,2020,36,17.3,17.3,17.3,17.3,17.3
District,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,All Schools,999999,2021,32,16,16,16,16,16
District,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,All Schools,999999,2022,41,17.6,17.6,17.6,17.6,17.6
District,KERKHOVEN MURDOCK SUNBURG INDEPENDENT SCHOOL DISTRICT,247828,All Schools,999999,2023,50,16.2,16.2,16.2,16.2,16.2
District,KIMBALL INDEPENDENT SCHOOL DISTRICT 739,247796,All Schools,999999,2019,39,21.5,21.5,21.5,21.5,21.5
District,KIMBALL INDEPENDENT SCHOOL DISTRICT 739,247796,All Schools,999999,2020,33,18.9,18.9,18.9,18.9,18.9
District,KIMBALL INDEPENDENT SCHOOL DISTRICT 739,247796,All Schools,999999,2021,7,,,,,
District,KIMBALL INDEPENDENT SCHOOL DISTRICT 739,247796,All Schools,999999,2022,33,19.5,19.5,19.5,19.5,19.5
District,KIMBALL INDEPENDENT SCHOOL DISTRICT 739,247796,All Schools,999999,2023,30,19.3,19.3,19.3,19.3,19.3
District,KINGSLAND PUBLIC SCHOOL DISTRICT 2137,247242,All Schools,999999,2019,28,21.4,21.4,21.4,21.4,21.4
District,KINGSLAND PUBLIC SCHOOL DISTRICT 2137,247242,All Schools,999999,2020,23,18.5,18.5,18.5,18.5,18.5
District,KINGSLAND PUBLIC SCHOOL DISTRICT 2137,247242,All Schools,999999,2021,1,,,,,
District,KINGSLAND PUBLIC SCHOOL DISTRICT 2137,247242,All Schools,999999,2022,44,17.3,17.3,17.3,17.3,17.3
District,KINGSLAND PUBLIC SCHOOL DISTRICT 2137,247242,All Schools,999999,2023,17,20.9,20.9,20.9,20.9,20.9
District,KITTSON CENTRAL SCHOOL DISTRICT 2171,247366,All Schools,999999,2019,14,20.9,20.9,20.9,20.9,20.9
District,KITTSON CENTRAL SCHOOL DISTRICT 2171,247366,All Schools,999999,2020,19,21.4,21.4,21.4,21.4,21.4
District,KITTSON CENTRAL SCHOOL DISTRICT 2171,247366,All Schools,999999,2021,2,,,,,
District,KITTSON CENTRAL SCHOOL DISTRICT 2171,247366,All Schools,999999,2022,15,19.1,19.1,19.1,19.1,19.1
District,KITTSON CENTRAL SCHOOL DISTRICT 2171,247366,All Schools,999999,2023,12,22.4,22.4,22.4,22.4,22.4
District,LA CRESCENT-HOKAH SCHOOL DISTRICT 300,247320,All Schools,999999,2019,75,22.3,22.3,22.3,22.3,22.3
District,LA CRESCENT-HOKAH SCHOOL DISTRICT 300,247320,All Schools,999999,2020,73,20.8,20.8,20.8,20.8,20.8
District,LA CRESCENT-HOKAH SCHOOL DISTRICT 300,247320,All Schools,999999,2021,16,23.9,23.9,23.9,23.9,23.9
District,LA CRESCENT-HOKAH SCHOOL DISTRICT 300,247320,All Schools,999999,2022,71,23.1,23.1,23.1,23.1,23.1
District,LA CRESCENT-HOKAH SCHOOL DISTRICT 300,247320,All Schools,999999,2023,65,20.4,20.4,20.4,20.4,20.4
District,LAC QUI PARLE VALLEY INDEPENDENT SCHOOL DISTRICT 2853,247934,All Schools,999999,2019,47,18.2,18.2,18.2,18.2,18.2
District,LAC QUI PARLE VALLEY INDEPENDENT SCHOOL DISTRICT 2853,247934,All Schools,999999,2020,51,19,19,19,19,19
District,LAC QUI PARLE VALLEY INDEPENDENT SCHOOL DISTRICT 2853,247934,All Schools,999999,2021,6,,,,,
District,LAC QUI PARLE VALLEY INDEPENDENT SCHOOL DISTRICT 2853,247934,All Schools,999999,2022,74,17.3,17.3,17.3,17.3,17.3
District,LAC QUI PARLE VALLEY INDEPENDENT SCHOOL DISTRICT 2853,247934,All Schools,999999,2023,41,18,18,18,18,18
District,LAKE CITY INDEPENDENT SCHOOL DISTRICT 813,247852,All Schools,999999,2019,80,20.8,20.8,20.8,20.8,20.8
District,LAKE CITY INDEPENDENT SCHOOL DISTRICT 813,247852,All Schools,999999,2020,82,21.1,21.1,21.1,21.1,21.1
District,LAKE CITY INDEPENDENT SCHOOL DISTRICT 813,247852,All Schools,999999,2021,36,22.8,22.8,22.8,22.8,22.8
District,LAKE CITY INDEPENDENT SCHOOL DISTRICT 813,247852,All Schools,999999,2022,85,19.5,19.5,19.5,19.5,19.5
District,LAKE CITY INDEPENDENT SCHOOL DISTRICT 813,247852,All Schools,999999,2023,77,19.1,19.1,19.1,19.1,19.1
District,LAKE CRYSTAL WELLCOME INDEPENDENT SCHOOL DISTRICT 2071,247056,All Schools,999999,2019,48,19.8,19.8,19.8,19.8,19.8
District,LAKE CRYSTAL WELLCOME INDEPENDENT SCHOOL DISTRICT 2071,247056,All Schools,999999,2020,53,18.1,18.1,18.1,18.1,18.1
District,LAKE CRYSTAL WELLCOME INDEPENDENT SCHOOL DISTRICT 2071,247056,All Schools,999999,2021,45,16.8,16.8,16.8,16.8,16.8
District,LAKE CRYSTAL WELLCOME INDEPENDENT SCHOOL DISTRICT 2071,247056,All Schools,999999,2022,45,18.6,18.6,18.6,18.6,18.6
District,LAKE CRYSTAL WELLCOME INDEPENDENT SCHOOL DISTRICT 2071,247056,All Schools,999999,2023,54,17.1,17.1,17.1,17.1,17.1
District,LAKE OF THE WOODS INDEPENDENT SCHOOL DISTRICT 390,247394,All Schools,999999,2019,18,18.2,18.2,18.2,18.2,18.2
District,LAKE OF THE WOODS INDEPENDENT SCHOOL DISTRICT 390,247394,All Schools,999999,2020,30,18.8,18.8,18.8,18.8,18.8
District,LAKE OF THE WOODS INDEPENDENT SCHOOL DISTRICT 390,247394,All Schools,999999,2021,10,19,19,19,19,19
District,LAKE OF THE WOODS INDEPENDENT SCHOOL DISTRICT 390,247394,All Schools,999999,2022,21,17.8,17.8,17.8,17.8,17.8
District,LAKE OF THE WOODS INDEPENDENT SCHOOL DISTRICT 390,247394,All Schools,999999,2023,11,18.6,18.6,18.6,18.6,18.6
District,LAKE PARK-AUDUBON INDEPENDENT SCHOOL DISTRICT 2889,247020,All Schools,999999,2019,52,19.3,19.3,19.3,19.3,19.3
District,LAKE PARK-AUDUBON INDEPENDENT SCHOOL DISTRICT 2889,247020,All Schools,999999,2020,37,19.2,19.2,19.2,19.2,19.2
District,LAKE PARK-AUDUBON INDEPENDENT SCHOOL DISTRICT 2889,247020,All Schools,999999,2021,30,19.5,19.5,19.5,19.5,19.5
District,LAKE PARK-AUDUBON INDEPENDENT SCHOOL DISTRICT 2889,247020,All Schools,999999,2022,27,16.9,16.9,16.9,16.9,16.9
District,LAKE PARK-AUDUBON INDEPENDENT SCHOOL DISTRICT 2889,247020,All Schools,999999,2023,34,19.3,19.3,19.3,19.3,19.3
District,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,All Schools,999999,2019,68,19.6,19.6,19.6,19.6,19.6
District,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,All Schools,999999,2020,61,20.2,20.2,20.2,20.2,20.2
District,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,All Schools,999999,2021,18,24.9,24.9,24.9,24.9,24.9
District,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,All Schools,999999,2022,62,18.4,18.4,18.4,18.4,18.4
District,LAKE SUPERIOR INDEPENDENT SCHOOL DISTRICT 381,247392,All Schools,999999,2023,56,18.8,18.8,18.8,18.8,18.8
District,LAKEVIEW INDEPENDENT SCHOOL DISTRICT 2167,247418,All Schools,999999,2019,33,21.2,21.2,21.2,21.2,21.2
District,LAKEVIEW INDEPENDENT SCHOOL DISTRICT 2167,247418,All Schools,999999,2020,57,17.4,17.4,17.4,17.4,17.4
District,LAKEVIEW INDEPENDENT SCHOOL DISTRICT 2167,247418,All Schools,999999,2021,28,18.5,18.5,18.5,18.5,18.5
District,LAKEVIEW INDEPENDENT SCHOOL DISTRICT 2167,247418,All Schools,999999,2022,32,16.8,16.8,16.8,16.8,16.8
District,LAKEVIEW INDEPENDENT SCHOOL DISTRICT 2167,247418,All Schools,999999,2023,42,16.1,16.1,16.1,16.1,16.1
District,LAKEVILLE AREA SCHOOLS,247176,All Schools,999999,2019,834,21.6,21.6,21.6,21.6,21.6
District,LAKEVILLE AREA SCHOOLS,247176,All Schools,999999,2020,893,21.9,21.9,21.9,21.9,21.9
District,LAKEVILLE AREA SCHOOLS,247176,All Schools,999999,2021,911,20.9,20.9,20.9,20.9,20.9
District,LAKEVILLE AREA SCHOOLS,247176,All Schools,999999,2022,833,19.9,19.9,19.9,19.9,19.9
District,LAKEVILLE AREA SCHOOLS,247176,All Schools,999999,2023,804,19.8,19.8,19.8,19.8,19.8
District,LANCASTER SCHOOL DISTRICT 356,247374,All Schools,999999,2019,9,,,,,
District,LANCASTER SCHOOL DISTRICT 356,247374,All Schools,999999,2020,8,,,,,
District,LANCASTER SCHOOL DISTRICT 356,247374,All Schools,999999,2021,7,,,,,
District,LANCASTER SCHOOL DISTRICT 356,247374,All Schools,999999,2022,14,18.9,18.9,18.9,18.9,18.9
District,LANCASTER SCHOOL DISTRICT 356,247374,All Schools,999999,2023,11,18.7,18.7,18.7,18.7,18.7
District,LANESBORO PUBLIC SCHOOL DISTRICT 229,247232,All Schools,999999,2019,20,20.3,20.3,20.3,20.3,20.3
District,LANESBORO PUBLIC SCHOOL DISTRICT 229,247232,All Schools,999999,2020,19,19.7,19.7,19.7,19.7,19.7
District,LANESBORO PUBLIC SCHOOL DISTRICT 229,247232,All Schools,999999,2021,15,23.2,23.2,23.2,23.2,23.2
District,LANESBORO PUBLIC SCHOOL DISTRICT 229,247232,All Schools,999999,2022,32,18.5,18.5,18.5,18.5,18.5
District,LANESBORO PUBLIC SCHOOL DISTRICT 229,247232,All Schools,999999,2023,25,21.1,21.1,21.1,21.1,21.1
District,LAPORTE PUBLIC SCHOOL  INDEPENDENT SCHOOL DISTRICT 306,247328,All Schools,999999,2019,24,14.3,14.3,14.3,14.3,14.3
District,LAPORTE PUBLIC SCHOOL  INDEPENDENT SCHOOL DISTRICT 306,247328,All Schools,999999,2020,9,,,,,
District,LAPORTE PUBLIC SCHOOL  INDEPENDENT SCHOOL DISTRICT 306,247328,All Schools,999999,2021,24,14.4,14.4,14.4,14.4,14.4
District,LAPORTE PUBLIC SCHOOL  INDEPENDENT SCHOOL DISTRICT 306,247328,All Schools,999999,2022,12,14.2,14.2,14.2,14.2,14.2
District,LAPORTE PUBLIC SCHOOL  INDEPENDENT SCHOOL DISTRICT 306,247328,All Schools,999999,2023,17,12.7,12.7,12.7,12.7,12.7
District,LE ROY-OSTRANDER INDEPENDENT SCHOOL DISTRICT 499,247516,All Schools,999999,2019,15,16.7,16.7,16.7,16.7,16.7
District,LE ROY-OSTRANDER INDEPENDENT SCHOOL DISTRICT 499,247516,All Schools,999999,2020,16,15.4,15.4,15.4,15.4,15.4
District,LE ROY-OSTRANDER INDEPENDENT SCHOOL DISTRICT 499,247516,All Schools,999999,2021,13,15.8,15.8,15.8,15.8,15.8
District,LE ROY-OSTRANDER INDEPENDENT SCHOOL DISTRICT 499,247516,All Schools,999999,2022,16,13.4,13.4,13.4,13.4,13.4
District,LE ROY-OSTRANDER INDEPENDENT SCHOOL DISTRICT 499,247516,All Schools,999999,2023,19,14.7,14.7,14.7,14.7,14.7
District,LE SUEUR-HENDERSON SCHOOL DISTRICT 2397,247400,All Schools,999999,2019,79,19.4,19.4,19.4,19.4,19.4
District,LE SUEUR-HENDERSON SCHOOL DISTRICT 2397,247400,All Schools,999999,2020,58,16.5,16.5,16.5,16.5,16.5
District,LE SUEUR-HENDERSON SCHOOL DISTRICT 2397,247400,All Schools,999999,2021,33,17.8,17.8,17.8,17.8,17.8
District,LE SUEUR-HENDERSON SCHOOL DISTRICT 2397,247400,All Schools,999999,2022,35,17.8,17.8,17.8,17.8,17.8
District,LE SUEUR-HENDERSON SCHOOL DISTRICT 2397,247400,All Schools,999999,2023,45,19.2,19.2,19.2,19.2,19.2
District,LESTER PRAIRIE INDEPENDENT SCHOOL DISTRICT 424,247436,All Schools,999999,2019,15,19.4,19.4,19.4,19.4,19.4
District,LESTER PRAIRIE INDEPENDENT SCHOOL DISTRICT 424,247436,All Schools,999999,2020,19,20.2,20.2,20.2,20.2,20.2
District,LESTER PRAIRIE INDEPENDENT SCHOOL DISTRICT 424,247436,All Schools,999999,2021,25,18.2,18.2,18.2,18.2,18.2
District,LESTER PRAIRIE INDEPENDENT SCHOOL DISTRICT 424,247436,All Schools,999999,2022,17,18.6,18.6,18.6,18.6,18.6
District,LESTER PRAIRIE INDEPENDENT SCHOOL DISTRICT 424,247436,All Schools,999999,2023,18,18.9,18.9,18.9,18.9,18.9
District,LEWISTON-ALTURA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 857,247898,All Schools,999999,2019,60,18,18,18,18,18
District,LEWISTON-ALTURA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 857,247898,All Schools,999999,2020,49,18.1,18.1,18.1,18.1,18.1
District,LEWISTON-ALTURA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 857,247898,All Schools,999999,2021,23,22.1,22.1,22.1,22.1,22.1
District,LEWISTON-ALTURA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 857,247898,All Schools,999999,2022,41,17.5,17.5,17.5,17.5,17.5
District,LEWISTON-ALTURA PUBLIC SCHOOLS INDEPENDENT SCHOOL DISTRICT 857,247898,All Schools,999999,2023,32,18.4,18.4,18.4,18.4,18.4
District,LITCHFIELD INDEPENDENT SCHOOL DISTRICT 465,247492,All Schools,999999,2019,73,19.4,19.4,19.4,19.4,19.4
District,LITCHFIELD INDEPENDENT SCHOOL DISTRICT 465,247492,All Schools,999999,2020,78,19.7,19.7,19.7,19.7,19.7
District,LITCHFIELD INDEPENDENT SCHOOL DISTRICT 465,247492,All Schools,999999,2021,89,19.8,19.8,19.8,19.8,19.8
District,LITCHFIELD INDEPENDENT SCHOOL DISTRICT 465,247492,All Schools,999999,2022,58,21.1,21.1,21.1,21.1,21.1
District,LITCHFIELD INDEPENDENT SCHOOL DISTRICT 465,247492,All Schools,999999,2023,75,17.3,17.3,17.3,17.3,17.3
District,LITTLE FALLS COMMUNITY SCHOOLS,247502,All Schools,999999,2019,140,19.4,19.4,19.4,19.4,19.4
District,LITTLE FALLS COMMUNITY SCHOOLS,247502,All Schools,999999,2020,117,18.6,18.6,18.6,18.6,18.6
District,LITTLE FALLS COMMUNITY SCHOOLS,247502,All Schools,999999,2021,89,17.9,17.9,17.9,17.9,17.9
